date,close,trend,segment_id,is_reversal_window,reversal_segment_id,factor_id,factor_name,factor_value,speculation,speculation_first_diff,speculation_abs_first_diff,speculation_first_diff_rank,speculation_abs_first_diff_rank,speculation_first_diff_rise_signal,speculation_first_diff_drop_signal,speculation_first_diff_large_abs_signal,signal,position_scale,is_effective_signal,open,realtime_trend,realtime_position,realtime_segment_id,base_position,factor_position,daily_price_return,strategy_return,base_strategy_return,nav,base_nav,running_max,drawdown
2024-03-18,116635.82843141958,up_trend,12.0,1,12.0,22,speculation_first_difference,0.15,0.1524919531264966,0.0334654010547301,0.0334654010547301,0.5,0.15,0,0,0,0,1.0,0,114609.46833683056,up_trend,1.0,16.0,-1.0,-1.0,2026.3600945890212,-2026.3600945890212,-2026.3600945890212,92124.59806614585,78853.53786109631,118051.81260655021,25927.21454040437
2024-03-19,114777.5935745528,up_trend,12.0,1,12.0,22,speculation_first_difference,0.4,-0.0645880954211273,-0.2170800485476239,0.2170800485476239,0.25,0.4,0,0,0,0,1.0,0,116169.98489729843,up_trend,1.0,16.0,1.0,1.0,-1392.391322745636,-1392.391322745636,-1392.391322745636,90732.20674340021,77461.14653835067,118051.81260655021,27319.605863150005
2024-03-20,116981.30857925958,up_trend,12.0,1,12.0,22,speculation_first_difference,0.25,-0.1394810929511999,-0.0748929975300726,0.0748929975300726,0.35,0.25,0,0,0,0,1.0,0,114501.6078507516,up_trend,1.0,16.0,1.0,1.0,2479.7007285079744,2479.7007285079744,2479.7007285079744,93211.90747190818,79940.84726685865,118051.81260655021,24839.90513464203
2024-03-21,117150.57303903022,down_trend,13.0,1,12.0,22,speculation_first_difference,0.3,-0.2353533402864061,-0.0958722473352061,0.0958722473352061,0.35,0.3,0,0,0,0,1.0,0,117675.71199235116,up_trend,1.0,16.0,1.0,1.0,-525.138953320944,-525.138953320944,-525.138953320944,92686.76851858724,79415.7083135377,118051.81260655021,25365.044087962975
2024-03-22,114214.21441320475,down_trend,13.0,1,12.0,22,speculation_first_difference,0.45,-0.1319639044237925,0.1033894358626136,0.1033894358626136,0.75,0.45,0,0,0,0,1.0,0,116963.02400726952,up_trend,1.0,16.0,1.0,1.0,-2748.8095940647618,-2748.8095940647618,-2748.8095940647618,89937.95892452248,76666.89871947294,118051.81260655021,28113.853682027737
2024-03-25,107366.8720415848,down_trend,13.0,1,12.0,22,speculation_first_difference,0.65,0.1248989040942082,0.2568628085180007,0.2568628085180007,0.8,0.65,0,0,0,0,1.0,0,114464.60487335938,down_trend,-1.0,17.0,1.0,1.0,-7097.732831774585,-7097.732831774585,-7097.732831774585,82840.2260927479,69569.16588769836,118051.81260655021,35211.58651380232
2024-03-26,108390.37476156023,down_trend,13.0,1,13.0,22,speculation_first_difference,0.5,-0.0685536749511882,-0.1934525790453964,0.1934525790453964,0.25,0.5,0,0,0,0,1.0,0,107862.97124992336,down_trend,-1.0,17.0,-1.0,-1.0,527.4035116368759,-527.4035116368759,-527.4035116368759,82312.82258111102,69041.76237606148,118051.81260655021,35738.9900254392
2024-03-27,108335.4070444004,down_trend,13.0,1,13.0,22,speculation_first_difference,0.15,-0.001111856471884,0.0674418184793042,0.0674418184793042,0.65,0.15,0,0,0,0,1.0,0,109103.8172594825,down_trend,-1.0,17.0,-1.0,-1.0,-768.4102150820981,768.4102150820981,768.4102150820981,83081.23279619312,69810.17259114358,118051.81260655021,34970.5798103571
2024-03-28,108491.2733317798,down_trend,13.0,1,13.0,22,speculation_first_difference,0.9,-0.3486179972212963,-0.3475061407494123,0.3475061407494123,0.0,0.9,0,1,0,0,1.0,0,108667.74806412128,down_trend,-1.0,17.0,-1.0,-1.0,-176.47473234147765,176.47473234147765,176.47473234147765,83257.70752853459,69986.64732348506,118051.81260655021,34794.10507801562
2024-03-29,107153.30544336088,up_trend,14.0,1,13.0,22,speculation_first_difference,0.1,-0.3171786528716252,0.0314393443496711,0.0314393443496711,0.65,0.1,0,0,0,0,1.0,0,108858.86511579149,down_trend,-1.0,17.0,-1.0,-1.0,-1705.5596724306088,1705.5596724306088,1705.5596724306088,84963.2672009652,71692.20699591567,118051.81260655021,33088.54540558501
2024-04-01,112500.4832019566,up_trend,14.0,1,13.0,22,speculation_first_difference,0.75,-0.0411504902915018,0.2760281625801234,0.2760281625801234,0.9,0.75,0,0,0,0,1.0,0,107161.3252114611,up_trend,1.0,18.0,-1.0,-1.0,5339.1579904955,-5339.1579904955,-5339.1579904955,79624.1092104697,66353.04900542017,118051.81260655021,38427.70339608051
2024-04-02,111077.01530350235,up_trend,14.0,1,13.0,22,speculation_first_difference,1.0,-0.4048781326150782,-0.3637276423235764,0.3637276423235764,0.0,1.0,0,1,1,1,0.5,1,112602.20253256556,up_trend,1.0,18.0,1.0,1.0,-1525.1872290632018,-1525.1872290632018,-1525.1872290632018,78098.9219814065,64827.861776356964,118051.81260655021,39952.890625143715
2024-04-03,111881.5949465638,up_trend,14.0,1,14.0,22,speculation_first_difference,0.5,-0.2970637113828967,0.1078144212321814,0.1078144212321814,0.85,0.5,0,0,0,0,1.0,0,111866.4205296426,up_trend,1.0,18.0,1.0,0.5,15.174416921203374,7.587208460601687,15.174416921203374,78106.5091898671,64843.03619327817,118051.81260655021,39945.30341668312
2024-04-08,113498.56208411224,up_trend,14.0,1,14.0,22,speculation_first_difference,0.45,-0.4027900452829815,-0.1057263339000847,0.1057263339000847,0.35,0.45,0,0,0,0,1.0,0,112591.78466701997,up_trend,1.0,18.0,1.0,1.0,906.7774170922785,906.7774170922785,906.7774170922785,79013.28660695937,65749.81361037045,118051.81260655021,39038.52599959084
2024-04-09,114128.18511694236,up_trend,14.0,1,14.0,22,speculation_first_difference,0.35,-0.5007763468536857,-0.0979863015707041,0.0979863015707041,0.35,0.35,0,0,0,0,1.0,0,113815.89919049044,up_trend,1.0,18.0,1.0,1.0,312.2859264519211,312.2859264519211,312.2859264519211,79325.5725334113,66062.09953682237,118051.81260655021,38726.24007313892
2024-04-10,115969.12561345406,down_trend,15.0,1,14.0,22,speculation_first_difference,0.6,-0.3652322029649591,0.1355441438887265,0.1355441438887265,0.85,0.6,0,0,0,0,1.0,0,114811.06757251995,up_trend,1.0,18.0,1.0,1.0,1158.0580409341055,1158.0580409341055,1158.0580409341055,80483.6305743454,67220.15757775647,118051.81260655021,37568.182032204815
2024-04-11,112618.51625147591,down_trend,15.0,1,14.0,22,speculation_first_difference,0.35,-0.268485504388131,0.0967466985768281,0.0967466985768281,0.7,0.35,0,0,0,0,1.0,0,115617.53235837955,up_trend,1.0,18.0,1.0,1.0,-2999.0161069036403,-2999.0161069036403,-2999.0161069036403,77484.61446744176,64221.14147085283,118051.81260655021,40567.198139108456
2024-04-12,112326.96831629968,down_trend,15.0,1,14.0,22,speculation_first_difference,1.0,-0.6516419142583596,-0.3831564098702286,0.3831564098702286,0.0,1.0,0,1,1,1,0.5,1,111446.38132746854,up_trend,1.0,18.0,1.0,1.0,880.5869888311427,880.5869888311427,880.5869888311427,78365.2014562729,65101.728459683975,118051.81260655021,39686.61115027731
2024-04-15,111994.24171471068,down_trend,15.0,0,,22,speculation_first_difference,0.6,-0.8628212601064965,-0.2111793458481369,0.2111793458481369,0.25,0.6,0,0,0,0,1.0,0,113492.94853625944,up_trend,1.0,18.0,1.0,0.5,-1498.706821548767,-749.3534107743835,-1498.706821548767,77615.84804549851,63603.02163813521,118051.81260655021,40435.964561051704
2024-04-16,108422.30803054072,down_trend,15.0,1,15.0,22,speculation_first_difference,1.0,-0.34986892145068,0.5129523386558166,0.5129523386558166,1.0,1.0,1,0,1,1,0.5,1,111542.55499029584,down_trend,-1.0,19.0,1.0,1.0,-3120.2469597551244,-3120.2469597551244,-3120.2469597551244,74495.60108574339,60482.77467838008,118051.81260655021,43556.21152080683
2024-04-17,109690.96668846378,down_trend,15.0,1,15.0,22,speculation_first_difference,1.0,-0.9123332759449364,-0.5624643544942565,0.5624643544942565,0.0,1.0,0,1,1,1,0.5,1,108626.63500067031,down_trend,-1.0,19.0,-1.0,-0.5,1064.3316877934703,-532.1658438967352,-1064.3316877934703,73963.43524184666,59418.44299058661,118051.81260655021,44088.377364703556
2024-04-18,108732.46567048231,down_trend,15.0,1,15.0,22,speculation_first_difference,0.75,-0.5919835464165415,0.3203497295283949,0.3203497295283949,0.95,0.75,0,0,0,0,1.0,0,109961.63267709209,down_trend,-1.0,19.0,-1.0,-0.5,-1229.1670066097722,614.5835033048861,1229.1670066097722,74578.01874515155,60647.609997196385,118051.81260655021,43473.79386139866
2024-04-19,107978.62317880044,up_trend,16.0,1,15.0,22,speculation_first_difference,0.6,-0.362590253827565,0.2293932925889765,0.2293932925889765,0.8,0.6,0,0,0,0,1.0,0,108502.29160486502,down_trend,-1.0,19.0,-1.0,-1.0,-523.6684260645852,523.6684260645852,523.6684260645852,75101.68717121614,61171.27842326097,118051.81260655021,42950.12543533408
2024-04-22,108951.95362671532,up_trend,16.0,1,15.0,22,speculation_first_difference,0.45,-0.5497184077390225,-0.1871281539114574,0.1871281539114574,0.3,0.45,0,0,0,0,1.0,0,108885.70142111808,down_trend,-1.0,19.0,-1.0,-1.0,66.25220559723675,-66.25220559723675,-66.25220559723675,75035.4349656189,61105.02621766373,118051.81260655021,43016.377640931314
2024-04-23,109475.849038121,up_trend,16.0,1,15.0,22,speculation_first_difference,0.0,-0.5269345033989934,0.022783904340029,0.022783904340029,0.45,0.0,0,0,0,0,1.0,0,109253.476525989,down_trend,-1.0,19.0,-1.0,-1.0,222.37251213200216,-222.37251213200216,-222.37251213200216,74813.0624534869,60882.65370553173,118051.81260655021,43238.750153063316
2024-04-24,110654.33733416622,up_trend,16.0,1,16.0,22,speculation_first_difference,0.5,-0.3196028644074781,0.2073316389915153,0.2073316389915153,0.75,0.5,0,0,0,0,1.0,0,110012.53579914192,down_trend,-1.0,19.0,-1.0,-1.0,641.8015350243077,-641.8015350243077,-641.8015350243077,74171.26091846259,60240.85217050742,118051.81260655021,43880.551688087624
2024-04-25,109968.80324208087,up_trend,16.0,1,16.0,22,speculation_first_difference,0.35,-0.4328863254841859,-0.1132834610767077,0.1132834610767077,0.35,0.35,0,0,0,0,1.0,0,110795.79801787336,down_trend,-1.0,19.0,-1.0,-1.0,-826.994775792482,826.994775792482,826.994775792482,74998.25569425507,61067.846946299906,118051.81260655021,43053.55691229514
2024-04-26,110328.255441008,up_trend,16.0,1,16.0,22,speculation_first_difference,0.9,-0.8984665669693278,-0.4655802414851419,0.4655802414851419,0.05,0.9,0,0,0,0,1.0,0,110161.21719455309,down_trend,-1.0,19.0,-1.0,-1.0,167.0382464549184,-167.0382464549184,-167.0382464549184,74831.21744780015,60900.80869984499,118051.81260655021,43220.59515875006
2024-04-29,115988.79717510032,down_trend,17.0,1,16.0,22,speculation_first_difference,1.0,0.0893391733119337,0.9878057402812614,0.9878057402812614,1.0,1.0,1,0,1,1,0.5,1,110022.24727589048,up_trend,1.0,20.0,-1.0,-1.0,5966.549899209844,-5966.549899209844,-5966.549899209844,68864.66754859031,54934.25880063514,118051.81260655021,49187.145057959904
2024-04-30,111891.1974591796,down_trend,17.0,1,16.0,22,speculation_first_difference,0.4,-0.0472468822514201,-0.1365860555633538,0.1365860555633538,0.3,0.4,0,0,0,0,1.0,0,116209.49391119456,up_trend,1.0,20.0,1.0,0.5,-4318.296452014954,-2159.148226007477,-4318.296452014954,66705.51932258284,50615.96234862019,118051.81260655021,51346.293283967374
2024-05-06,112887.53718943716,down_trend,17.0,1,16.0,22,speculation_first_difference,0.95,-0.7921743276892471,-0.744927445437827,0.744927445437827,0.0,0.95,0,1,1,1,0.5,1,112558.68449525732,up_trend,1.0,20.0,1.0,1.0,328.8526941798482,328.8526941798482,328.8526941798482,67034.37201676269,50944.81504280004,118051.81260655021,51017.440589787526
2024-05-07,114318.34383848505,down_trend,17.0,0,,22,speculation_first_difference,0.6,-0.5581385056570991,0.234035822032148,0.234035822032148,0.85,0.6,0,0,0,0,1.0,0,113336.86950141432,up_trend,1.0,20.0,1.0,0.5,981.4743370707292,490.7371685353646,981.4743370707292,67525.10918529806,51926.28937987077,118051.81260655021,50526.703421252154
2024-05-08,112538.33345414254,down_trend,17.0,0,,22,speculation_first_difference,0.65,-0.8111735901045476,-0.2530350844474485,0.2530350844474485,0.2,0.65,0,0,0,0,1.0,0,114402.62654410844,up_trend,1.0,20.0,1.0,1.0,-1864.2930899658968,-1864.2930899658968,-1864.2930899658968,65660.81609533216,50061.99628990487,118051.81260655021,52390.99651121805
2024-05-09,112270.01049632629,down_trend,17.0,0,,22,speculation_first_difference,0.35,-0.6720581310624723,0.1391154590420753,0.1391154590420753,0.7,0.35,0,0,0,0,1.0,0,112954.55063609374,up_trend,1.0,20.0,1.0,1.0,-684.5401397674577,-684.5401397674577,-684.5401397674577,64976.275955564706,49377.45615013741,118051.81260655021,53075.53665098551
2024-05-10,109118.61716716952,down_trend,17.0,1,17.0,22,speculation_first_difference,0.75,-0.2651155153015043,0.4069426157609679,0.4069426157609679,0.9,0.75,0,0,0,0,1.0,0,112406.33111582728,down_trend,-1.0,21.0,1.0,1.0,-3287.7139486577653,-3287.7139486577653,-3287.7139486577653,61688.56200690694,46089.74220147965,118051.81260655021,56363.250599643274
2024-05-13,107885.71704728328,down_trend,17.0,1,17.0,22,speculation_first_difference,0.75,-0.7208518623105886,-0.4557363470090843,0.4557363470090843,0.15,0.75,0,0,0,0,1.0,0,108462.4105757916,down_trend,-1.0,21.0,-1.0,-1.0,-576.6935285083164,576.6935285083164,576.6935285083164,62265.25553541526,46666.43572998796,118051.81260655021,55786.55707113496
2024-05-14,106029.6258325672,down_trend,17.0,1,17.0,22,speculation_first_difference,0.85,-0.2055864805793865,0.5152653817312021,0.5152653817312021,0.95,0.85,0,0,0,0,1.0,0,107759.88963517376,down_trend,-1.0,21.0,-1.0,-1.0,-1730.2638026065688,1730.2638026065688,1730.2638026065688,63995.519338021826,48396.69953259453,118051.81260655021,54056.29326852839
2024-05-15,103961.9134405348,up_trend,18.0,1,17.0,22,speculation_first_difference,0.2,-0.3625535541535523,-0.1569670735741657,0.1569670735741657,0.4,0.2,0,0,0,0,1.0,0,105907.30922286578,down_trend,-1.0,21.0,-1.0,-1.0,-1945.3957823309756,1945.3957823309756,1945.3957823309756,65940.9151203528,50342.09531492551,118051.81260655021,52110.89748619741
2024-05-16,105075.7146305242,up_trend,18.0,1,17.0,22,speculation_first_difference,0.9,-0.9574496213195955,-0.5948960671660433,0.5948960671660433,0.05,0.9,0,0,0,0,1.0,0,104632.07462127612,down_trend,-1.0,21.0,-1.0,-1.0,443.6400092480908,-443.6400092480908,-443.6400092480908,65497.27511110471,49898.45530567742,118051.81260655021,52554.537495445504
2024-05-17,107457.99077577224,up_trend,18.0,1,17.0,22,speculation_first_difference,0.55,-0.5560581382329437,0.4013914830866518,0.4013914830866518,0.8,0.55,0,0,0,0,1.0,0,105705.11878055987,down_trend,-1.0,21.0,-1.0,-1.0,1752.8719952123647,-1752.8719952123647,-1752.8719952123647,63744.403115892346,48145.58331046505,118051.81260655021,54307.40949065787
2024-05-20,107028.24148611155,up_trend,18.0,0,,22,speculation_first_difference,0.1,-0.6784638458096975,-0.1224057075767538,0.1224057075767538,0.45,0.1,0,0,0,0,1.0,0,108360.0470525537,down_trend,-1.0,21.0,-1.0,-1.0,-1331.8055664421408,1331.8055664421408,1331.8055664421408,65076.20868233449,49477.38887690719,118051.81260655021,52975.60392421573
2024-05-21,107784.02408189964,up_trend,18.0,1,18.0,22,speculation_first_difference,0.7,-0.2664268223760658,0.4120370234336317,0.4120370234336317,0.9,0.7,0,0,0,0,1.0,0,107288.68315355608,down_trend,-1.0,21.0,-1.0,-1.0,495.34092834356125,-495.34092834356125,-495.34092834356125,64580.867753990926,48982.04794856363,118051.81260655021,53470.94485255929
2024-05-22,107605.50174858124,up_trend,18.0,1,18.0,22,speculation_first_difference,0.9,-0.9809991229685386,-0.7145723005924729,0.7145723005924729,0.05,0.9,0,0,0,0,1.0,0,108035.25704791736,down_trend,-1.0,21.0,-1.0,-1.0,-429.7552993361169,429.7552993361169,429.7552993361169,65010.62305332704,49411.80324789975,118051.81260655021,53041.18955322317
2024-05-23,107398.06329002036,up_trend,18.0,1,18.0,22,speculation_first_difference,0.5,-0.6511764427566882,0.3298226802118504,0.3298226802118504,0.75,0.5,0,0,0,0,1.0,0,106690.81250830556,down_trend,-1.0,21.0,-1.0,-1.0,707.2507817147998,-707.2507817147998,-707.2507817147998,64303.37227161224,48704.55246618495,118051.81260655021,53748.44033493797
2024-05-24,108631.95809717664,down_trend,19.0,1,18.0,22,speculation_first_difference,0.0,-0.6431019228891484,0.0080745198675398,0.0080745198675398,0.5,0.0,0,0,0,0,1.0,0,107616.91013104268,up_trend,1.0,22.0,-1.0,-1.0,1015.0479661339632,-1015.0479661339632,-1015.0479661339632,63288.32430547828,47689.504500050985,118051.81260655021,54763.488301071935
2024-05-27,107409.3226333718,down_trend,19.0,1,18.0,22,speculation_first_difference,0.35,-0.8579374705496736,-0.2148355476605252,0.2148355476605252,0.3,0.35,0,0,0,0,1.0,0,108816.04008401888,up_trend,1.0,22.0,1.0,1.0,-1406.7174506470765,-1406.7174506470765,-1406.7174506470765,61881.6068548312,46282.78704940391,118051.81260655021,56170.20575171901
2024-05-28,106390.44154823724,down_trend,19.0,1,18.0,22,speculation_first_difference,0.05,-0.7451887302525706,0.112748740297103,0.112748740297103,0.6,0.05,0,0,0,0,1.0,0,108350.36915969764,up_trend,1.0,22.0,1.0,1.0,-1959.9276114604,-1959.9276114604,-1959.9276114604,59921.6792433708,44322.85943794351,118051.81260655021,58130.13336317941
2024-05-29,106498.4946395742,down_trend,19.0,0,,22,speculation_first_difference,0.3,-0.9225053050497848,-0.1773165747972142,0.1773165747972142,0.35,0.3,0,0,0,0,1.0,0,106261.33265760232,up_trend,1.0,22.0,1.0,1.0,237.16198197187623,237.16198197187623,237.16198197187623,60158.84122534268,44560.021419915385,118051.81260655021,57892.971381207535
2024-05-30,107309.425429094,down_trend,19.0,0,,22,speculation_first_difference,0.55,-0.572817339845857,0.3496879652039277,0.3496879652039277,0.75,0.55,0,0,0,0,1.0,0,107360.86381460197,up_trend,1.0,22.0,1.0,1.0,-51.438385507964995,-51.438385507964995,-51.438385507964995,60107.402839834715,44508.58303440742,118051.81260655021,57944.4097667155
2024-05-31,106385.67814739914,down_trend,19.0,0,,22,speculation_first_difference,0.45,-0.8210049408723694,-0.2481876010265123,0.2481876010265123,0.25,0.45,0,0,0,0,1.0,0,107415.06046271612,up_trend,1.0,22.0,1.0,1.0,-1029.3823153169797,-1029.3823153169797,-1029.3823153169797,59078.020524517735,43479.20071909044,118051.81260655021,58973.79208203248
2024-06-03,104232.8337393877,down_trend,19.0,0,,22,speculation_first_difference,0.5,-0.5008463782353193,0.3201585626370501,0.3201585626370501,0.7,0.5,0,0,0,0,1.0,0,105538.55901520638,down_trend,-1.0,23.0,1.0,1.0,-1305.7252758186805,-1305.7252758186805,-1305.7252758186805,57772.295248699054,42173.47544327176,118051.81260655021,60279.51735785116
2024-06-04,103412.69271330288,down_trend,19.0,0,,22,speculation_first_difference,0.9,-1.0685753066008827,-0.5677289283655634,0.5677289283655634,0.1,0.9,0,0,0,0,1.0,0,104073.5865619386,down_trend,-1.0,23.0,-1.0,-1.0,-660.893848635722,660.893848635722,660.893848635722,58433.189097334776,42834.36929190748,118051.81260655021,59618.62350921544
2024-06-05,101569.71591077892,down_trend,19.0,0,,22,speculation_first_difference,0.75,-0.6484765673101991,0.4200987392906836,0.4200987392906836,0.95,0.75,0,0,0,0,1.0,0,103293.20404106656,down_trend,-1.0,23.0,-1.0,-1.0,-1723.4881302876456,1723.4881302876456,1723.4881302876456,60156.67722762242,44557.85742219513,118051.81260655021,57895.13537892779
2024-06-06,102776.45074497032,down_trend,19.0,0,,22,speculation_first_difference,0.35,-0.8751673555463821,-0.226690788236183,0.226690788236183,0.25,0.35,0,0,0,0,1.0,0,101854.4819833244,down_trend,-1.0,23.0,-1.0,-1.0,921.9687616459269,-921.9687616459269,-921.9687616459269,59234.708465976495,43635.8886605492,118051.81260655021,58817.10414057372
2024-06-07,101793.61103041032,down_trend,19.0,0,,22,speculation_first_difference,0.05,-0.8634674516230092,0.0116999039233729,0.0116999039233729,0.55,0.05,0,0,0,0,1.0,0,103524.9017051289,down_trend,-1.0,23.0,-1.0,-1.0,-1731.290674718577,1731.290674718577,1731.290674718577,60965.99914069507,45367.17933526778,118051.81260655021,57085.81346585514
2024-06-11,98999.5912910619,down_trend,19.0,0,,22,speculation_first_difference,0.2,-0.7352473800619684,0.1282200715610407,0.1282200715610407,0.65,0.2,0,0,0,0,1.0,0,101367.88475338146,down_trend,-1.0,23.0,-1.0,-1.0,-2368.2934623195615,2368.2934623195615,2368.2934623195615,63334.292603014634,47735.47279758734,118051.81260655021,54717.52000353558
2024-06-12,100810.13358861522,down_trend,19.0,0,,22,speculation_first_difference,0.7,-0.3243611740522253,0.4108862060097431,0.4108862060097431,0.85,0.7,0,0,0,0,1.0,0,99215.40800255188,down_trend,-1.0,23.0,-1.0,-1.0,1594.725586063345,-1594.725586063345,-1594.725586063345,61739.56701695129,46140.747211523994,118051.81260655021,56312.245589598926
2024-06-13,99983.95861495976,down_trend,19.0,0,,22,speculation_first_difference,0.25,-0.4528839757112751,-0.1285228016590497,0.1285228016590497,0.4,0.25,0,0,0,0,1.0,0,100585.37226746247,down_trend,-1.0,23.0,-1.0,-1.0,-601.4136525027134,601.4136525027134,601.4136525027134,62340.980669454,46742.16086402671,118051.81260655021,55710.83193709621
2024-06-14,99202.29528514858,down_trend,19.0,0,,22,speculation_first_difference,0.85,-0.897340643179363,-0.4444566674680879,0.4444566674680879,0.15,0.85,0,0,0,0,1.0,0,99740.46534930164,down_trend,-1.0,23.0,-1.0,-1.0,-538.1700641530624,538.1700641530624,538.1700641530624,62879.150733607064,47280.33092817977,118051.81260655021,55172.66187294315
2024-06-17,98055.2021260008,down_trend,19.0,0,,22,speculation_first_difference,0.1,-0.811634668152631,0.085705975026732,0.085705975026732,0.55,0.1,0,0,0,0,1.0,0,98732.98736955838,down_trend,-1.0,23.0,-1.0,-1.0,-677.7852435575769,677.7852435575769,677.7852435575769,63556.93597716464,47958.11617173735,118051.81260655021,54494.87662938557
2024-06-18,95666.7365480961,down_trend,19.0,0,,22,speculation_first_difference,0.7,-0.4070745435243151,0.4045601246283158,0.4045601246283158,0.85,0.7,0,0,0,0,1.0,0,98664.62534356548,down_trend,-1.0,23.0,-1.0,-1.0,-2997.8887954693782,2997.8887954693782,2997.8887954693782,66554.82477263402,50956.004967206725,118051.81260655021,51496.987833916195
2024-06-19,96543.7685351904,down_trend,19.0,1,19.0,22,speculation_first_difference,0.65,-0.7582966669533059,-0.3512221234289908,0.3512221234289908,0.15,0.65,0,0,0,0,1.0,0,96175.83179297597,down_trend,-1.0,23.0,-1.0,-1.0,367.9367422144278,-367.9367422144278,-367.9367422144278,66186.88803041959,50588.0682249923,118051.81260655021,51864.92457613062
2024-06-20,96998.08930509764,down_trend,19.0,1,19.0,22,speculation_first_difference,0.4,-0.9801844721755484,-0.2218878052222425,0.2218878052222425,0.3,0.4,0,0,0,0,1.0,0,96783.99786075651,down_trend,-1.0,23.0,-1.0,-1.0,214.09144434113114,-214.09144434113114,-214.09144434113114,65972.79658607846,50373.976780651166,118051.81260655021,52079.016020471754
2024-06-21,95060.393532734,down_trend,19.0,1,19.0,22,speculation_first_difference,0.95,-0.5004919321428314,0.479692540032717,0.479692540032717,1.0,0.95,1,0,1,1,0.5,1,97305.5433015629,down_trend,-1.0,23.0,-1.0,-1.0,-2245.1497688288946,2245.1497688288946,2245.1497688288946,68217.94635490736,52619.12654948006,118051.81260655021,49833.86625164286
2024-06-24,91948.8888557649,down_trend,19.0,1,19.0,22,speculation_first_difference,0.3,-0.3277733979358986,0.1727185342069327,0.1727185342069327,0.7,0.3,0,0,0,0,1.0,0,94703.11204225777,down_trend,-1.0,23.0,-1.0,-0.5,-2754.2231864928617,1377.1115932464309,2754.2231864928617,69595.05794815379,55373.34973597292,118051.81260655021,48456.75465839643
2024-06-25,93841.7255895294,no_trend,,1,19.0,22,speculation_first_difference,0.55,-0.0566684938044319,0.2711049041314667,0.2711049041314667,0.7,0.55,0,0,0,0,1.0,0,92091.01051198169,down_trend,-1.0,23.0,-1.0,-1.0,1750.7150775477057,-1750.7150775477057,-1750.7150775477057,67844.34287060608,53622.63465842522,118051.81260655021,50207.469735944134
2024-06-26,96328.86233091856,down_trend,20.0,1,19.0,22,speculation_first_difference,0.35,0.1626218327139663,0.2192903265183982,0.2192903265183982,0.65,0.35,0,0,0,0,1.0,0,93692.77062668664,up_trend,1.0,24.0,-1.0,-1.0,2636.0917042319197,-2636.0917042319197,-2636.0917042319197,65208.25116637416,50986.5429541933,118051.81260655021,52843.561440176054
2024-06-27,94033.78991117267,down_trend,20.0,0,,22,speculation_first_difference,0.85,-0.2672399566394095,-0.4298617893533758,0.4298617893533758,0.1,0.85,0,0,0,0,1.0,0,95890.84922328536,up_trend,1.0,24.0,1.0,1.0,-1857.0593121126876,-1857.0593121126876,-1857.0593121126876,63351.19185426147,49129.48364208061,118051.81260655021,54700.62075228874
2024-06-28,93965.4685533976,down_trend,20.0,0,,22,speculation_first_difference,0.2,-0.1022237862968819,0.1650161703425276,0.1650161703425276,0.55,0.2,0,0,0,0,1.0,0,93895.37990974648,up_trend,1.0,24.0,1.0,1.0,70.08864365112095,70.08864365112095,70.08864365112095,63421.280497912594,49199.57228573173,118051.81260655021,54630.53210863762
2024-07-01,95330.22169759596,down_trend,20.0,0,,22,speculation_first_difference,0.25,-0.2695563744720075,-0.1673325881751255,0.1673325881751255,0.35,0.25,0,0,0,0,1.0,0,93145.64399359944,up_trend,1.0,24.0,1.0,1.0,2184.577703996518,2184.577703996518,2184.577703996518,65605.85820190911,51384.14998972825,118051.81260655021,52445.9544046411
2024-07-02,93892.09412168562,down_trend,20.0,0,,22,speculation_first_difference,0.6,-0.6142195246580915,-0.344663150186084,0.344663150186084,0.2,0.6,0,0,0,0,1.0,0,95041.08984298188,up_trend,1.0,24.0,1.0,1.0,-1148.9957212962618,-1148.9957212962618,-1148.9957212962618,64456.86248061285,50235.15426843199,118051.81260655021,53594.950125937365
2024-07-03,94441.91970724764,down_trend,20.0,0,,22,speculation_first_difference,0.05,-0.6775919293621054,-0.0633724047040139,0.0633724047040139,0.45,0.05,0,0,0,0,1.0,0,93757.71533401376,up_trend,1.0,24.0,1.0,1.0,684.2043732338789,684.2043732338789,684.2043732338789,65141.06685384673,50919.358641665865,118051.81260655021,52910.745752703486
2024-07-04,93916.61552046314,down_trend,20.0,0,,22,speculation_first_difference,0.05,-0.6438192708368797,0.0337726585252257,0.0337726585252257,0.5,0.05,0,0,0,0,1.0,0,94913.35376546184,up_trend,1.0,24.0,1.0,1.0,-996.7382449987053,-996.7382449987053,-996.7382449987053,64144.32860884802,49922.62039666716,118051.81260655021,53907.48399770219
2024-07-05,93859.09037257273,down_trend,20.0,0,,22,speculation_first_difference,0.15,-0.5694794393326693,0.0743398315042104,0.0743398315042104,0.55,0.15,0,0,0,0,1.0,0,93440.63143541804,up_trend,1.0,24.0,1.0,1.0,418.4589371546899,418.4589371546899,418.4589371546899,64562.78754600271,50341.07933382185,118051.81260655021,53489.0250605475
2024-07-08,93611.61847839072,down_trend,20.0,0,,22,speculation_first_difference,0.45,-0.7385769444715556,-0.1690975051388863,0.1690975051388863,0.25,0.45,0,0,0,0,1.0,0,94049.39821347616,up_trend,1.0,24.0,1.0,1.0,-437.779735085438,-437.779735085438,-437.779735085438,64125.007810917275,49903.29959873641,118051.81260655021,53926.80479563294
